time,open,high,low,close,MA50,MA20,MHULL,SHULL,MA100,Volume,Volume MA,RSI,Premium Index,Funding Rate,Histogram,MACD,Signal
2010-07-17T00:00:00Z,0.04951,0.04951,0.04951,0.04951,NaN,NaN,NaN,NaN,NaN,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-18T00:00:00Z,0.05941,0.08585,0.05941,0.08584,NaN,NaN,NaN,NaN,NaN,75.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-19T00:00:00Z,0.0909,0.09307,0.07723,0.0808,NaN,NaN,NaN,NaN,NaN,574,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-20T00:00:00Z,0.08181,0.08181,0.07426,0.07474,NaN,NaN,NaN,NaN,NaN,262,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-21T00:00:00Z,0.07425,0.07921,0.06634,0.07921,NaN,NaN,NaN,NaN,NaN,575,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-22T00:00:00Z,0.07921,0.08181,0.0505,0.05149,NaN,NaN,NaN,NaN,NaN,2160,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-23T00:00:00Z,0.0505,0.06767,0.0505,0.06262,NaN,NaN,NaN,NaN,NaN,2402.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-24T00:00:00Z,0.06161,0.06161,0.05049,0.05454,NaN,NaN,NaN,NaN,NaN,496.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-25T00:00:00Z,0.05545,0.05941,0.0505,0.0505,NaN,NaN,NaN,NaN,NaN,1551.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-26T00:00:00Z,0.05,0.056,0.05,0.056,NaN,NaN,NaN,NaN,NaN,877,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-27T00:00:00Z,0.0559,0.0605,0.053,0.06,NaN,NaN,NaN,NaN,NaN,3373.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-28T00:00:00Z,0.06,0.062,0.054,0.0589,NaN,NaN,NaN,NaN,NaN,4390.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-29T00:00:00Z,0.0597,0.0699,0.0571,0.0699,NaN,NaN,NaN,NaN,NaN,8058.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-30T00:00:00Z,0.0698,0.0698,0.0582,0.0627,NaN,NaN,NaN,NaN,NaN,3020.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-31T00:00:00Z,0.065,0.06889,0.056,0.06785,NaN,NaN,NaN,NaN,NaN,4022.25,NaN,56.702236515129400,NaN,NaN,NaN,NaN,NaN
2010-08-01T00:00:00Z,0.061,0.065,0.06,0.0611,NaN,NaN,NaN,NaN,NaN,2601,NaN,53.84163659270970,NaN,NaN,NaN,NaN,NaN
2010-08-02T00:00:00Z,0.0625,0.0633,0.06,0.06001,NaN,NaN,NaN,NaN,NaN,3599,NaN,53.37337449806060,NaN,NaN,NaN,NaN,NaN
2010-08-03T00:00:00Z,0.06,0.065,0.059,0.06,NaN,NaN,NaN,NaN,NaN,9821.46,NaN,53.3687886856825,NaN,NaN,NaN,NaN,NaN
2010-08-04T00:00:00Z,0.0623,0.06231,0.057,0.057,NaN,NaN,NaN,NaN,NaN,3494,NaN,51.92735792829240,NaN,NaN,NaN,NaN,NaN
2010-08-05T00:00:00Z,0.0581,0.061,0.058,0.061,NaN,0.0631855,NaN,NaN,NaN,5034.07,2820.4205000000000,53.7221058038937,NaN,NaN,NaN,NaN,NaN
2010-08-06T00:00:00Z,0.062,0.0624,0.0607,0.0623,NaN,0.06382500000000000,NaN,NaN,NaN,1395,2889.1705000000000,54.319015937165500,NaN,NaN,NaN,NaN,NaN
2010-08-07T00:00:00Z,0.0608,0.0622,0.059,0.059,NaN,0.062483,NaN,NaN,NaN,2619,3016.37,52.46892613429380,NaN,NaN,NaN,NaN,NaN
2010-08-08T00:00:00Z,0.059,0.061,0.059,0.0609,NaN,0.061488,NaN,NaN,NaN,2201,3097.72,53.45195596476800,NaN,NaN,NaN,NaN,NaN
2010-08-09T00:00:00Z,0.06091,0.0735,0.0593,0.0704,NaN,0.061271,NaN,NaN,NaN,13631.09,3766.1745000000000,58.11628282315710,NaN,NaN,NaN,NaN,NaN
2010-08-10T00:00:00Z,0.068,0.0709,0.06651,0.07,NaN,0.0608105,NaN,NaN,NaN,1310.39,3802.9440000000000,57.85341489122200,NaN,NaN,NaN,NaN,NaN
