time,open,high,low,close,MA50,MA20,MHULL,SHULL,MA100,Volume,Volume MA,RSI,Premium Index,Funding Rate,Histogram,MACD,Signal
2021-01-01T00:00:00Z,28976.325,29076.6225,28757.765,28814.9275,NaN,NaN,NaN,NaN,NaN,532.75072746,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-01-01T00:15:00Z,28810.6975,28936.645,28787.0825,28898.59,NaN,NaN,NaN,NaN,NaN,422.87236683,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-01-01T00:30:00Z,28895.1325,29018.43,28894.7075,29010.1375,NaN,NaN,NaN,NaN,NaN,487.29626712,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-01-01T00:45:00Z,29000.295,29095.2325,28972.6375,29067.75,NaN,NaN,NaN,NaN,NaN,547.80366895,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-01-01T01:00:00Z,29061.76,29420.705,29022.135,29414.575,NaN,NaN,NaN,NaN,NaN,1222.95727342,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-01-01T01:15:00Z,29419.0225,29457.7175,29293.195,29442.895,NaN,NaN,NaN,NaN,NaN,892.12735632,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-01-01T01:30:00Z,29435.005,29527.73,29372.2075,29400.825,NaN,NaN,NaN,NaN,NaN,1188.03805959,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-01-01T01:45:00Z,29394.9425,29492.66,29384.25,29472.105,NaN,NaN,NaN,NaN,NaN,598.8154181,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-01-01T02:00:00Z,29476.1275,29519.9525,29295.205,29333.3675,NaN,NaN,NaN,NaN,NaN,762.25621618,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-01-01T02:15:00Z,29339.9875,29448.4675,29326.2475,29361.265,NaN,NaN,NaN,NaN,NaN,417.15057156,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-01-01T02:30:00Z,29363.595,29363.6,29158.395,29330.9875,NaN,NaN,NaN,NaN,NaN,430.88780113,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-01-01T02:45:00Z,29317.0025,29389.5075,29220.31,29247.8175,NaN,NaN,NaN,NaN,NaN,253.07002695,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-01-01T03:00:00Z,29250.2525,29351.3825,29247.725,29329.61,NaN,NaN,NaN,NaN,NaN,242.24699632,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-01-01T03:15:00Z,29327.62,29365.58,29222.4025,29268.4825,NaN,NaN,NaN,NaN,NaN,273.54692832,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-01-01T03:30:00Z,29265.505,29406.855,29250.945,29342.86,NaN,NaN,NaN,NaN,NaN,288.55221959,NaN,71.30998488331490,NaN,NaN,NaN,NaN,NaN
2021-01-01T03:45:00Z,29344.755,29383.8425,29309.955,29352.385,NaN,NaN,NaN,NaN,NaN,222.76868342,NaN,71.54561651300230,NaN,NaN,NaN,NaN,NaN
2021-01-01T04:00:00Z,29355.2375,29400.0175,29350.7775,29353.19,NaN,NaN,NaN,NaN,NaN,330.70825298,NaN,71.56687062918950,NaN,NaN,NaN,NaN,NaN
2021-01-01T04:15:00Z,29358.96,29445.5675,29358.81,29407.68,NaN,NaN,NaN,NaN,NaN,350.64009978,NaN,73.0351140668252,NaN,NaN,NaN,NaN,NaN
2021-01-01T04:30:00Z,29410.54,29442.8625,29060.97,29243.245,NaN,NaN,NaN,NaN,NaN,659.75127582,NaN,62.53987047475990,NaN,NaN,NaN,NaN,NaN
2021-01-01T04:45:00Z,29244.5875,29291.5125,29240.3375,29281.725,NaN,29268.721,NaN,NaN,NaN,270.52074028,519.7380475060000,63.849069796841800,NaN,NaN,NaN,NaN,NaN
2021-01-01T05:00:00Z,29282.1575,29290.73,29135.5025,29175.7,NaN,29286.759625,NaN,NaN,NaN,425.674115,514.3842168830000,57.849826699680800,NaN,NaN,NaN,NaN,NaN
2021-01-01T05:15:00Z,29174.3,29237.9775,29172.8525,29225.425,NaN,29303.101375,NaN,NaN,NaN,311.11775899,508.7964864910000,59.75948896852250,NaN,NaN,NaN,NaN,NaN
2021-01-01T05:30:00Z,29220.38,29262.75,29173.7875,29236.135,NaN,29314.401250000000,NaN,NaN,NaN,293.4547239,499.1044093300000,60.17797398874200,NaN,NaN,NaN,NaN,NaN
2021-01-01T05:45:00Z,29238.4875,29265.2825,29203.035,29235.515,NaN,29322.789500000000,NaN,NaN,NaN,294.84256474,486.4563541195000,60.13898343399390,NaN,NaN,NaN,NaN,NaN
2021-01-01T06:00:00Z,29239.0525,29313.18,29237.7325,29268.26,NaN,29315.473750000000,NaN,NaN,NaN,335.02469304,442.05972510050000,61.55572776839000,NaN,NaN,NaN,NaN,NaN
