time,open,high,low,close,MA,Fast EMA 1,Fast EMA 2,Fast EMA 3,Fast EMA 4,Fast EMA 5,Fast EMA 6,Fast EMA 7,Slow EMA 8,Slow EMA 9,Slow EMA 10,Slow EMA 11,Slow EMA 12,Slow EMA 13,Slow EMA 14,Slow EMA 15,Slow EMA 16,Slow EMA 17,Slow EMA 18,Slow EMA 19,Slow EMA 20,Slow EMA 21,Slow EMA 22,EMA 200,Volume,Volume MA,RSI,Premium Index,Funding Rate,Histogram,MACD,Signal
2010-07-31T00:00:00Z,0.065,0.06889,0.056,0.06785,NaN,0.06562343017578125,0.06394907250360544,0.06432892622222222,0.06487859391594598,0.06430666666666666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4022.25,NaN,56.702236515129364,NaN,NaN,NaN,NaN,NaN
2010-08-01T00:00:00Z,0.061,0.065,0.06,0.0611,NaN,0.06336171508789062,0.0631350517882896,0.06368314097777777,0.06429727177503122,0.06390583333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2601,NaN,53.84163659270965,NaN,NaN,NaN,NaN,NaN
2010-08-02T00:00:00Z,0.0625,0.0633,0.06,0.06001,NaN,0.061685857543945316,0.062242179848778285,0.06294851278222222,0.06363769150194949,0.06341885416666666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3599,NaN,53.37337449806063,NaN,NaN,NaN,NaN,NaN
2010-08-03T00:00:00Z,0.06,0.065,0.059,0.06,NaN,0.06084292877197266,0.06160155703484163,0.06235881022577777,0.06307804665549573,0.06299149739583333,0.06365055555555556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9821.46,NaN,53.3687886856825,NaN,NaN,NaN,NaN,NaN
2010-08-04T00:00:00Z,0.0623,0.06231,0.057,0.057,NaN,0.05892146438598633,0.06028682645345831,0.061287048180622215,0.06214296255465023,0.062242560221354166,0.06295049707602339,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3494,NaN,51.92735792829243,NaN,NaN,NaN,NaN,NaN
2010-08-05T00:00:00Z,0.0581,0.061,0.058,0.061,NaN,0.059960732192993166,0.060490590323898794,0.06122963854449777,0.06196712216162712,0.062087240193684896,0.06274518159433672,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5034.07,2820.4204999999997,53.7221058038937,NaN,NaN,NaN,NaN,NaN
2010-08-06T00:00:00Z,0.062,0.0624,0.0607,0.0623,NaN,0.06113036609649658,0.06100756451707057,0.061443710835598214,0.06201833413676141,0.06211383516947429,0.06269832037388022,0.06314333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1395,2889.1704999999997,54.319015937165524,NaN,NaN,NaN,NaN,NaN
2010-08-07T00:00:00Z,0.0608,0.0622,0.059,0.059,NaN,0.06006518304824829,0.060433974655050404,0.06095496866847857,0.061553975038798114,0.06172460577329,0.062309023492419145,0.06276666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2619,3016.37,52.46892613429379,NaN,NaN,NaN,NaN,NaN
2010-08-08T00:00:00Z,0.059,0.061,0.059,0.0609,NaN,0.06048259152412415,0.06056712475360743,0.06094397493478285,0.061453363494367634,0.06162153005162875,0.06216070523005923,0.06259696969696969,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2201,3097.72,53.45195596476796,NaN,NaN,NaN,NaN,NaN
2010-08-09T00:00:00Z,0.06091,0.0735,0.0593,0.0704,NaN,0.06544129576206208,0.06337651768114817,0.06283517994782628,0.06282976911061877,0.06271883879517516,0.06302799941636879,0.06330633608815427,0.06317958333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13631.09,3766.1744999999996,58.11628282315712,NaN,NaN,NaN,NaN,NaN
2010-08-10T00:00:00Z,0.068,0.0709,0.06651,0.07,NaN,0.06772064788103105,0.06526894120082012,0.06426814395826103,0.06393288155513896,0.06362898394577826,0.06376189421464576,0.06391485098923115,0.06372521666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1310.39,3802.9439999999995,57.85341489122196,NaN,NaN,NaN,NaN,NaN
2010-08-11T00:00:00Z,0.06,0.07541,0.06,0.067,NaN,0.06736032394051553,0.06576352942915722,0.06481451516660883,0.06440474593127143,0.06405036095255598,0.06410274745520936,0.06419531908111922,0.06398719933333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14061.18,4398.003,55.8143475040694,NaN,NaN,NaN,0.0008158997774252719,NaN
2010-08-12T00:00:00Z,0.068,0.07,0.06141,0.07,NaN,0.06868016197025777,0.06697394959225517,0.06585161213328707,0.06526555424953737,0.06479406583348649,0.06472351088097679,0.06472301734647203,0.06446822338666666,0.0638262962962963,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2062.31,4380.9935,57.430153972403254,NaN,NaN,NaN,0.0012018078107909197,NaN
2010-08-13T00:00:00Z,0.0665,0.068,0.0645,0.0645,NaN,0.06659008098512889,0.06626710685161083,0.06558128970662966,0.06514777667268547,0.06475730760430068,0.06469998341982133,0.0647027430422473,0.06447076551573333,0.063874417989418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3591.77,4535.766,53.562936740367476,NaN,NaN,NaN,0.0010517151553276483,NaN
2010-08-14T00:00:00Z,0.0655,0.0695,0.0645,0.067,NaN,0.06679504049256445,0.06647650489400773,0.06586503176530373,0.06543273410765693,0.06503764415376309,0.0649420904282612,0.06491158458386118,0.06467310427447466,0.06409767384731671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4404.2,4678.402,55.0447748749601,NaN,NaN,NaN,0.0011215660360293228,NaN
2010-08-15T00:00:00Z,0.067,0.067,0.065,0.06529,NaN,0.06604252024628222,0.06613750349571981,0.06575002541224298,0.06541077501417125,0.06506918863454271,0.06497871248844422,0.06494598598532834,0.06472245593251669,0.06418284000107981,0.06400333333333334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4462.866,4857.695299999999,53.78061338392661,NaN,NaN,NaN,0.001027100873775319,NaN
2010-08-16T00:00:00Z,0.06319,0.0679,0.062,0.0655,NaN,0.0657712601231411,0.06595535963979987,0.06570002032979438,0.06542450193506798,0.06512304005522487,0.06503358485808168,0.06499635089575304,0.06478465945791535,0.06427692285814554,0.06409989247311829,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10731.468,5225.584199999999,53.92057256690553,NaN,NaN,NaN,0.0009581369902569303,NaN
2010-08-17T00:00:00Z,0.0655,0.0769,0.06243,0.07,NaN,0.06788563006157056,0.06711097117128563,0.06656001626383551,0.06612842471428829,0.06573266004832176,0.06555636539933624,0.06545122808704822,0.06520188670128213,0.06468571408256371,0.06448054457162679,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13185.74,5665.356699999999,56.930298726019316,NaN,NaN,NaN,0.0012521608765002773,NaN
2010-08-18T00:00:00Z,0.06999,0.0733,0.067,0.068,NaN,0.06794281503078528,0.06736497940806116,0.06684801301106841,0.06641635937362855,0.06601607754228155,0.06581359009414295,0.06568293462458928,0.06542573576517956,0.06492244879095202,0.064707606212167,0.06435151515151516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2953.975,5410.13095,55.204475296696806,NaN,NaN,NaN,0.0013087076719729834,NaN
2010-08-19T00:00:00Z,0.0675,0.0679,0.0667,0.0667,NaN,0.06732140751539265,0.06717498529147226,0.06681841040885472,0.06645999639307032,0.06610156784949635,0.06590689640002263,0.06577539511326298,0.06552767690396519,0.06504941673445544,0.0648361477468659,0.06448966131907309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,741.115,5296.1442,54.05736336478977,NaN,NaN,0.00012644983697921667,0.0012343929656114527,0.001107943128632236
2010-08-20T00:00:00Z,0.0667,0.0667,0.065,0.0655,NaN,0.06641070375769632,0.06669641806533733,0.06655472832708378,0.06631230464029027,0.0660263718683093,0.06586406520002025,0.06575035919387544,0.06552546275164797,0.06508160125342291,0.06487897692448745,0.06454909300618644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4199.747,5305.01905,52.96333295187706,NaN,NaN,-0.0000332540702727307,0.0010663755407913228,0.0010996296110640535
2010-08-21T00:00:00Z,0.0655,0.0669,0.0644,0.0664,NaN,0.06640535187884816,0.06661172718952667,0.06652378266166703,0.06632579623409177,0.06607307538477064,0.0659204793894918,0.06580941744897767,0.06559542573151614,0.06517577259246413,0.06497710744548826,0.06465796988817547,0.06450555555555555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10443.86,5697.16205,53.719844037579406,NaN,NaN,-0.00008419936787334059,0.0009943804012223778,0.0010785797690957184
2010-08-22T00:00:00Z,0.065,0.0664,0.0612,0.066,NaN,0.06620267593942408,0.06643694799251905,0.06641902612933362,0.06627567373653918,0.06606394096167431,0.06592884998007162,0.06582674313543424,0.06562779167299485,0.06523464597871668,0.06504310051352127,0.06473691283592986,0.06458633633633633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18648.972,6449.66065,53.309464928285394,NaN,NaN,-0.00014707729483736482,0.0008947331505490125,0.0010418104453863773
2010-08-23T00:00:00Z,0.066,0.06689,0.063,0.06491,NaN,0.06555633796971204,0.0660006771375136,0.06611722090346689,0.06606557008476392,0.06591969834146502,0.0658216026137483,0.06574340285039476,0.06557036833915526,0.06521145698023692,0.06503451338361667,0.06474709443381634,0.06460383166950734,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4297.49,6173.46215,52.14056475700762,NaN,NaN,-0.00025783716700920585,0.0007195139866248701,0.000977351153634076
2010-08-24T00:00:00Z,0.06491,0.0665,0.06491,0.065,NaN,0.06527816898485603,0.06571476938393829,0.06589377672277351,0.06590163622556948,0.0658047360487819,0.06573511812809057,0.06567582077308615,0.06552473887202284,0.06519635291022,0.06503228671370592,0.06476197123182714,0.0646252461738583,0.06456692307692308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6711.757,6334.35,52.23369600696957,NaN,NaN,-0.00031690979292504397,0.000581213912477771,0.000898123705402815
2010-08-25T00:00:00Z,0.06499,0.0665,0.0641,0.0648,NaN,0.06503908449242801,0.06545340670281306,0.0656750213782188,0.06573215372932802,0.06567914404268416,0.06563668464092315,0.06559620070280558,0.06546675976226102,0.06516804198806142,0.06501730047411199,0.06476420821819025,0.06463469232662272,0.06457857692307692,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4228.88,6294.0905,51.99157470344552,NaN,NaN,-0.0003582739905573964,0.0004502812172060694,0.0008085552077634658
2010-08-26T00:00:00Z,0.0648,0.0658,0.064,0.064,NaN,0.064519542246214,0.06503814764486647,0.06534001710257505,0.06546566854020062,0.06546925103734863,0.06546440204714177,0.06545109154800507,0.06534941898128013,0.0650846104174856,0.0649516681854596,0.06471925479359082,0.06460038463329176,0.06454964807692307,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3870.01,6417.840999999999,50.97374880937602,NaN,NaN,-0.0004238445282146819,0.0002787495474951135,0.0007025940757097954
2010-08-27T00:00:00Z,0.064,0.065,0.063,0.065,NaN,0.064759771123107,0.06502724831776177,0.06527201368206004,0.0653940272263236,0.06541059465768005,0.06541551762112685,0.06541008322545916,0.06532146546277773,0.06507856681623664,0.06495478636704285,0.06473576921749724,0.06462198546392464,0.06457216567307691,0.06456928571428572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9009.973,6737.38965,52.23257861674556,NaN,NaN,-0.0003853119926241448,0.00022095408492961433,0.0006062660775537591
2010-08-28T00:00:00Z,0.065,0.065,0.0641,0.0646,NaN,0.0646798855615535,0.06490517736982984,0.06513761094564803,0.06527186919150459,0.06530927032547004,0.06532967366100824,0.06533643929587196,0.06526374822575551,0.06504438347221973,0.06493189692400783,0.06472778279293857,0.06462079706046926,0.06457355738942307,0.06457071428571429,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6174.005,6936.039900000001,51.66116940268544,NaN,NaN,-0.0003720161320941519,0.00014124591243606932,0.0005132620445302212
2010-08-29T00:00:00Z,0.0647,0.0648,0.064,0.064,NaN,0.06433994278077676,0.06464655526416417,0.06491008875651842,0.06507619700819618,0.06514561153478629,0.06518970801248106,0.06521494481442906,0.06516264836769507,0.06496978465277546,0.06487177454181378,0.06468497204041278,0.06458724046260605,0.06454487951995191,0.06454416943521595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3173.402,6413.155500000001,50.76407490844124,NaN,NaN,-0.0003871507543031735,0.00002932360165125436,0.00041647435595442784
2010-08-30T00:00:00Z,0.0646,0.069,0.03211,0.06497,NaN,0.06465497139038838,0.06473896804583155,0.06492207100521474,0.06505985900693523,0.065123660092938,0.06516658085327252,0.06519267710402642,0.06514723649827947,0.06496980003472007,0.06487811166814837,0.06470173839097673,0.06460793016733005,0.06456613554395432,0.0645639755079966,0.06456622222222222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34193.138,8057.2929,52.20893512579634,NaN,NaN,-0.0003182355433227164,0.000018679926801032365,0.00033691547012374876
2010-08-31T00:00:00Z,0.06411,0.0649,0.06,0.06,NaN,0.06232748569519419,0.06338497717559397,0.0639376568041718,0.06428141915971443,0.06448320258132076,0.06462273023713858,0.06472061554911493,0.06473545757841712,0.06461481431795435,0.06456339478633234,0.06442516554444869,0.06435885286098789,0.0643378287667566,0.0643516975773921,0.06436769082125604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14886.907,8098.579250000001,44.93314899319708,NaN,NaN,-0.0005786037743527897,-0.0003863392478172384,0.00019226452653555134
2010-09-01T00:00:00Z,0.062,0.0629,0.05961,0.0629,NaN,0.06261374284759709,0.0632464122682814,0.06373012544333743,0.06406889313514298,0.06428530225865567,0.06444139021217662,0.06455510504464994,0.06458862097214374,0.0644923275809576,0.06445607899366573,0.064335449924187,0.06427999594958314,0.06426593732841877,0.06428417675983898,0.06430387817685361,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7164.722,8353.69985,49.36713092536163,NaN,NaN,-0.0005281477853597359,-0.0004679202051641185,0.00006022758019561737
2010-09-02T00:00:00Z,0.061,0.0634,0.0601,0.0634,NaN,0.06300687142379854,0.06329029447734386,0.06366410035466995,0.06396598649896713,0.06417463947632371,0.06433177018984225,0.0644500954951363,0.06449353129437224,0.06441430418231778,0.06438794486504214,0.06428042345805834,0.06423242860095703,0.06422264046199784,0.06424305225938136,0.06426457912568606,0.06441208333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8150.73,8581.647850000003,50.112974879274304,NaN,NaN,-0.00043747682076582023,-0.0004866184457616579,-0.0000491416249958377
2010-09-03T00:00:00Z,0.061,0.063,0.06085,0.06085,NaN,0.06192843571189927,0.06259306748381704,0.06310128028373596,0.0634866039606645,0.06375905954178325,0.0639652680645957,0.06412281408648755,0.06420204879082246,0.06415971102643794,0.06415969035762006,0.06407863384287844,0.06404959462252692,0.06405400843889794,0.06408523587522409,0.0641161191636997,0.06426669217687074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,892,8406.037850000002,46.3620934639743,NaN,NaN,-0.0005199997868263954,-0.000699141358528832,-0.00017914157170243654
2010-09-04T00:00:00Z,0.06125,0.06238,0.0612,0.06238,0.0643002,0.062154217855949635,0.06253219105986932,0.06295702422698876,0.06331635719748534,0.06358667709906034,0.06379839774200667,0.06396437644226141,0.06405628488755666,0.0640325888102638,0.06404487162487038,0.06397871420506207,0.06395934626455249,0.06397030801695304,0.06400592257870204,0.06404063572179972,0.06418968433291683,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3301,8347.944550000002,48.83654497272852,NaN,NaN,-0.0004451901099781715,-0.000735629209175151,-0.00029043909919697944
2010-09-05T00:00:00Z,0.06245,0.064,0.0605,0.0616,0.064542,0.06187710892797482,0.06226585075704951,0.062685619381591,0.06305230224402605,0.0633383424616778,0.06356698745337439,0.06374943312932856,0.06385978209655213,0.06385883246667354,0.06388713797165294,0.06383878984005842,0.06383181403403614,0.0638517926161054,0.06389401920294846,0.06393452112519973,0.06408398293157329,0.06424725490196079,NaN,NaN,NaN,NaN,NaN,NaN,8459.24,8234.333150000002,47.63018409761448,NaN,NaN,-0.0004220931525774915,-0.0008180555399188438,-0.0003959623873413523
2010-09-06T00:00:00Z,0.0627,0.0627,0.0616,0.0616,0.06405720000000001,0.06173855446398741,0.062075607683606794,0.06246849550527281,0.06282887112956051,0.06312104965396807,0.06335993614249287,0.06355403011757141,0.06367899952882797,0.06369748729048257,0.0637395806831592,0.06370709632005499,0.06371117543760176,0.06373920298530013,0.06378732063536946,0.06383302020671279,0.06398259587314173,0.06414543740573153,NaN,NaN,NaN,NaN,NaN,NaN,910,7620.546150000002,47.63018409761448,NaN,NaN,-0.0003818796931043595,-0.0008733120037218017,-0.0004914323106174422
2010-09-07T00:00:00Z,0.0616,0.06201,0.0603,0.061,0.0636612,0.0613692772319937,0.06176829120257628,0.06217479640421825,0.06254750634039735,0.06285591844722206,0.06311152181170415,0.06332184556142856,0.06346467956652173,0.06350480962687667,0.06356283354231022,0.06354785536005175,0.06356462541394761,0.06360224283603512,0.06365767781511972,0.06370984541511658,0.06386085726607472,0.06402445904397262,NaN,NaN,NaN,NaN,NaN,NaN,3457.192,7645.707000000002,46.603176061128615,NaN,NaN,-0.00037046621495284086,-0.0009545150793084933,-0.0005840488643556525
2010-09-08T00:00:00Z,0.061,0.062,0.06099,0.062,0.0634064,0.06168463861599685,0.06183449371612591,0.0621398371233746,0.06246327459572083,0.0627489286413193,0.0629945195157353,0.06320167778311687,0.06334750520119999,0.0633973232249569,0.06346200557183859,0.0634568050447546,0.06348005106724774,0.06352213069423336,0.06358057652139322,0.06363550431011152,0.06378490390827575,0.06394659523458907,0.06409648148148148,NaN,NaN,NaN,NaN,NaN,2345.41,7725.921750000003,48.59270282402006,NaN,NaN,-0.00027474969098017555,-0.000927485978080872,-0.0006527362871006964
2010-09-09T00:00:00Z,0.0611,0.0624,0.06109,0.06111,0.0630444,0.061397319307998424,0.061627495511518506,0.06193386969869968,0.06225507850407147,0.06254406256115438,0.06279614904039474,0.06301152525737898,0.06316850478510398,0.06323394299460285,0.06331026327688126,0.0633187576891808,0.06335194019874786,0.06340152415952169,0.06346566598551447,0.06352569977488927,0.06367572415691755,0.0638374954178741,0.06398788215488214,NaN,NaN,NaN,NaN,NaN,1733.502,7602.609500000003,46.91721500656779,NaN,NaN,-0.0002512004439524223,-0.0009667368420412242,-0.000715536398088802
2010-09-10T00:00:00Z,0.061,0.0618,0.06014,0.0618,0.06325059999999999,0.061598659653999216,0.0616767825082275,0.061907095758959745,0.062185066426522016,0.062451054741010086,0.06269129124666897,0.06290138659761725,0.06305902440229566,0.06313151849498835,0.0632128269364373,0.06322941900158192,0.06326805153935608,0.06332144795154561,0.06338819314897891,0.06345066934989409,0.06359916398724745,0.06375913020949434,0.06390832280379552,NaN,NaN,NaN,NaN,NaN,4939.788,7327.405900000003,48.4026092149896,NaN,NaN,-0.0001727142929874128,-0.0009314292643230679,-0.0007587149713356551
2010-09-11T00:00:00Z,0.0619,0.065,0.0619,0.06366,0.0632714,0.0626293298269996,0.06224341607730536,0.06225767660716779,0.062411979283980165,0.06260217289838382,0.06279326058912486,0.06297035145237932,0.063107102450112,0.06316926717391776,0.06324167681150586,0.06325474729560651,0.06328923794263414,0.06333837555396833,0.06340083532809616,0.06345977068250738,0.06360164708980878,0.06375531750912918,0.0638992928836575,0.0639961403508772,NaN,NaN,NaN,NaN,7749.14,6782.414300000004,52.27915310548344,NaN,NaN,0.000011151188811850529,-0.0007447759853208419,-0.0007559271741326924
2010-09-12T00:00:00Z,0.0621,0.0621,0.0615,0.0615,0.06341060000000001,0.0620646649134998,0.06203101148378954,0.06210614128573423,0.06227167477875245,0.062464401286085845,0.06265712789553277,0.06283668313852665,0.06297853425410305,0.0630500338043522,0.06312931056560225,0.06315152686645319,0.06319252237816743,0.06324645677626992,0.06331242438260332,0.06337456326152881,0.06351586557593904,0.06366857452800882,0.06381204586970632,0.06391006654567453,NaN,NaN,NaN,NaN,793.88,6607.2338000000045,47.788912593808405,NaN,NaN,-0.0000051445631000389316,-0.0007623578780077411,-0.0007572133149077022
2010-09-13T00:00:00Z,0.062,0.064,0.0607,0.06218,0.0636442,0.062122332456749904,0.06207357963127824,0.06212091302858738,0.062257570966636686,0.06242885112532511,0.06260690390652932,0.06277698467138787,0.0629146515137748,0.06298788853261275,0.06306806472266017,0.06309437822725006,0.06313779143880703,0.06319313393745642,0.06325975348108688,0.06332262572841886,0.06346134045039051,0.06361132166154694,0.06375269874717154,0.0638504090785823,NaN,NaN,NaN,NaN,10076.336,6775.462750000004,49.266243968686375,NaN,NaN,0.00003521064245018846,-0.0007132000118449666,-0.0007484106542951551
